alt_allele	end_gene	end	start_gene	Segment_Mean	genes	Sample	start	chr	build	Num_Probes	start_exon	end_exon	ref_allele	Segment_Call
	RP11-384F7.1	118525000		0.154746	ABHD10,AC055740.2,ALCAM,ATG3,ATP6V1A,BBX,BOC,BTLA,BZW1L1,C3orf17,C3orf52,C3orf66,CBLB,CCDC191,CCDC54,CCDC80,CD200,CD200R1,CD200R1L,CD47,CD96,CFAP44,DPPA2,DPPA4,DRD3,DZIP3,GAP43,GCSAM,GRAMD1C,GTPBP8,GUCA1C,HHLA2,IFT57,KIAA1524,LINC00636,LSAMP,LSAMP-AS1,MIR4445,MIR4446,MIR4447,MIR4796,MIR548AB,MIR567,MIR568,MIR8076,MORC1,MYH15,NAA50,NECTIN3,OR7E100P,PHLDB2,PLCXD2,QTRT2,RETNLB,RF00012,RF00017,RF00019,RF00156,RF01879,RF01884,RN7SL582P,RN7SL767P,RN7SL815P,RNU1-43P,RNU5E-8P,RNU6-1200P,RNU6-1236P,RNU6-1308P,RNU6ATAC15P,RP11-115H18.1,RP11-115O13.1,RP11-119D18.1,RP11-138N21.1,RP11-147G7.3,RP11-148O7.2,RP11-179A18.1,RP11-180K7.1,RP11-190P13.1,RP11-190P13.2,RP11-197K3.1,RP11-231E6.1,RP11-231E6.3,RP11-238M12.1,RP11-24O5.2,RP11-255E6.1,RP11-255E6.5,RP11-255E6.6,RP11-263A24.1,RP11-271C24.2,RP11-271C24.3,RP11-274J15.2,RP11-280F2.1,RP11-280F2.2,RP11-281P11.1,RP11-307B9.2,RP11-321G3.1,RP11-324H4.1,RP11-326J18.1,RP11-364F11.1,RP11-381E24.1,RP11-381E24.4,RP11-384F7.1,RP11-384F7.2,RP11-397K18.1,RP11-402J7.2,RP11-402J7.3,RP11-40M23.1,RP11-424I3.1,RP11-435F17.1,RP11-435F17.3,RP11-446H18.1,RP11-446H18.3,RP11-446H18.5,RP11-446H18.6,RP11-457K10.1,RP11-457K10.2,RP11-484K9.4,RP11-52L11.1,RP11-52L11.10,RP11-52L11.2,RP11-52L11.3,RP11-52L11.4,RP11-52L11.5,RP11-52L11.6,RP11-52L11.7,RP11-52L11.8,RP11-52L11.9,RP11-553A10.1,RP11-553A10.2,RP11-553D4.2,RP11-553L6.2,RP11-553L6.3,RP11-553L6.5,RP11-558M24.1,RP11-561O4.1,RP11-572C15.3,RP11-572C15.5,RP11-572M11.1,RP11-572M11.2,RP11-572M11.3,RP11-572M11.4,RP11-585F20.1,RP11-58D2.1,RP11-59E19.1,RP11-59E19.3,RP11-59E19.4,RP11-615J4.2,RP11-615J4.3,RP11-615J4.4,RP11-628J14.1,RP11-628J14.2,RP11-631B21.1,RP11-63L4.1,RP11-696F10.1,RP11-702L6.1,RP11-702L6.2,RP11-702L6.3,RP11-702L6.4,RP11-715D1.1,RP11-757F18.3,RP11-757F18.5,RP11-768G7.1,RP11-768G7.2,RP11-768G7.3,RP11-861A13.3,RP11-861A13.4,RP11-861A13.5,RP11-90K6.1,RP11-93B21.1,SIDT1,SLC35A5,SLC9C1,SPICE1,TAGLN3,TIGIT,TMPRSS7,TRAT1,USF3,ZBED2,ZBTB20,ZDHHC23,ZNF80		103111001	chr3		14678		2+		0
	SEC22A	123272000	RP11-384F7.1	0.190670	ADPRH,ARGFX,ARHGAP31,B4GALT4,C3orf30,CASR,CCDC58,CD80,CD86,COX17,CSTA,DIRC2,DTX3L,EAF2,FAM162A,FBXO40,FSTL1,GOLGB1,GPR156,GSK3B,GTF2E1,HCLS1,HGD,HSPBAP1,IGSF11,ILDR1,IQCB1,KPNA1,LRRC58,MAATS1,MIR198,MIR5682,MIR7110,NDUFB4,NR1I2,PARP14,PARP15,PARP9,PDIA5,PLA1A,POGLUT1,POLQ,POPDC2,RABL3,RF00019,RN7SL172P,RN7SL397P,RN7SL762P,RNU4-62P,RNU6-1127P,RP11-10G15.4,RP11-169N13.1,RP11-169N13.4,RP11-174O3.1,RP11-174O3.3,RP11-174O3.4,RP11-174O3.6,RP11-18H7.1,RP11-190C22.1,RP11-190C22.8,RP11-190C22.9,RP11-299J3.1,RP11-299J3.6,RP11-299J3.8,RP11-305I9.1,RP11-305I9.3,RP11-359H3.1,RP11-359H3.4,RP11-384F7.1,RP11-484M3.4,RP11-484M3.5,RP11-500K19.1,RP11-500K19.2,RP11-567P17.1,RP11-567P17.2,RP11-567P17.4,RP11-592P9.3,RP11-678L1.1,RP11-67L2.2,RP11-757I12.4,RP11-767L7.1,RP11-767L7.2,RP4-635B5.1,RPL7AP11,SEC22A,SEMA5B,SLC15A2,STXBP5L,TIMMDC1,TMEM39A,UPK1B,WDR5B		118525001	chr3		4492	1-	5-		+
	ZNF148	125237000	SEC22A	0.117582	ADCY5,CCDC14,HACD2,HEG1,ITGB5,KALRN,MIR5002,MIR5092,MIR544B,MIR6083,MUC13,MYLK,RF00100,RF00392,RNA5SP137,RNU6-143P,RNU6-230P,ROPN1,RP11-202D20.1,RP11-521J5.1,RP11-71H17.1,RP11-71H17.4,RP11-71H17.6,RP11-71H17.7,RP11-71H17.8,RP11-797D24.3,RP11-797D24.4,RP11-9N20.1,RP11-9N20.3,SEC22A,SLC12A8,UMPS,ZNF148		123272001	chr3		1864	5+	7+		0
		125666000	ZNF148	0.289565	OSBPL11,RF00019,RNU6-232P,RP11-775J23.1,RP11-775J23.2,SNX4,ZNF148		125237001	chr3		401	6-			+
	ALDH1L1	126171000		0.020573	ALDH1L1,ALG1L,MIR548I1,RNU1-30P,ROPN1B,RP11-124N2.1,RP11-124N2.2,RP11-158I23.1,RP11-379B18.1,RP11-379B18.2,RP11-379B18.3,RP11-379B18.4,RP11-379B18.5,RP11-379B18.6,RP11-379B18.7,RP11-379B18.8,RP11-666A20.1,RP11-666A20.3,RP11-666A20.4,SLC41A3		125760001	chr3		272		1+		0
		129999000	ALDH1L1	0.145129	ABTB1,ACAD9,AL449209.1,ALDH1L1,C3orf22,C3orf27,C3orf56,CFAP100,CHCHD6,CHST13,CNBP,COPG1,DNAJB8,EEFSEC,EFCAB12,EFCC1,GATA2,GP9,H1FOO,H1FX,HMCES,IFT122,ISY1,ISY1-RAB43,KBTBD12,KIAA1257,KLF15,LINC01471,MBD4,MCM2,MGLL,MIR6825,MIR6826,MIR7976,PLXNA1,PLXND1,PODXL2,POU5F1P6,RAB43,RAB7A,RF00017,RF00019,RF00026,RF00399,RHO,RN7SL698P,RN7SL752P,RNA5SP138,RNA5SP139,RNU2-37P,RNU6-1047P,RNU6-823P,RNY3P13,RP11-124N2.3,RP11-153F10.2,RP11-203H19.2,RP11-221E20.3,RP11-221E20.4,RP11-221E20.5,RP11-263I1.1,RP11-305F5.2,RP11-309B5.1,RP11-332M2.1,RP11-390G14.1,RP11-390G14.7,RP11-434H6.2,RP11-434H6.6,RP11-434H6.7,RP11-475N22.2,RP11-475N22.4,RP11-475N22.5,RP11-525K18.2,RP11-529F4.1,RP11-59J16.2,RP11-59J16.3,RP11-605F14.1,RP11-605F14.2,RP11-605F14.3,RP11-61K12.2,RP11-689D3.4,RP11-71E19.1,RP11-71E19.2,RP11-71E19.5,RP11-722C17.1,RP11-723O4.2,RP11-723O4.3,RP11-723O4.7,RP11-723O4.9,RP11-88I21.1,RP11-88I21.2,RP11-93K22.1,RP11-93K22.6,RP13-685P2.4,RP13-685P2.5,RP13-685P2.7,RP13-685P2.8,RPL32P3,RPN1,RPS15AP16,RUVBL1,SEC61A1,SNORA7B,TMCC1,TPRA1,TRH,TXNRD3,TXNRD3NB,UROC1,ZXDC		126171001	chr3		3556	0-			0
		130212000		-0.218368	ALG1L2,FAM86HP,OR7E129P,OR7E21P,RP11-77P16.3,RP11-77P16.4,RP11-93K22.13,RP11-93K22.14,RP11-93K22.15,RP11-93K22.7,RP11-93K22.9		129999001	chr3		150				-
	PPP2R3A	136099000		0.127878	ACAD11,ACKR4,ACPP,AMOTL2,ANAPC13,ASTE1,ATP2C1,BFSP2,C3orf36,CDV3,CEP63,COL6A4P2,COL6A5,COL6A6,CPNE4,DNAJC13,EPHB1,KY,MIR4788,MIR5704,MIR6827,MRPL3,NEK11,NPHP3,NPHP3-ACAD11,NPHP3-AS1,NUDT16,NUDT16P1,PIK3R4,PPP2R3A,RAB6B,RF00019,RF00438,RN7SKP212,RNA5SP140,RNA5SP141,RNU6-1174P,RNU6-678P,RNU6-726P,RP11-119P22.1,RP11-200A1.1,RP11-202A13.1,RP11-237P21.1,RP11-250B16.1,RP11-265F19.1,RP11-305O4.1,RP11-305O4.2,RP11-305O4.3,RP11-333H9.6,RP11-375I20.2,RP11-375I20.3,RP11-375I20.6,RP11-39E3.3,RP11-39E3.4,RP11-39E3.5,RP11-39E3.6,RP11-402L6.1,RP11-404G16.1,RP11-404G16.2,RP11-445J14.1,RP11-469L4.1,RP11-503I22.2,RP11-517B11.2,RP11-517B11.4,RP11-517B11.6,RP11-517B11.7,RP11-627C21.1,RP11-64K7.1,RP11-657O9.1,RP11-65E22.2,RP11-65E22.3,RP11-77P16.1,RP11-91K8.1,RP11-91K8.2,RP11-91K8.4,RP11-91K8.5,RP11-933H2.4,RPL39P5,RYK,SLCO2A1,SNORA58,SRPRB,TF,TMEM108,TOPBP1,UBA5		130212001	chr3		5541		8-		0
	IL20RB	136979000	PPP2R3A	0.370098	IL20RB,MSL2,NCK1,PCCB,PPP2R3A,RNU6-1284P,RNU6-789P,RP11-102M11.1,RP11-102M11.2,RP11-463H24.1,RP11-463H24.4,RP11-642L11.1,RP11-731C17.1,RP11-731C17.2,RP11-85F14.1,RP11-85F14.5,RP11-85F14.6,SLC35G2,STAG1		136099001	chr3		776	9+	0-		+
	CEP70	138533000	IL20RB	0.160253	A4GNT,ARMC8,CEP70,CLDN18,DBR1,DZIP1L,ESYT3,IL20RB,MRAS,NME9,RNA5SP142,RP11-2A4.1,RP11-2A4.3,RP11-2A4.4,RP11-461M2.2,RP11-468F18.2,RP11-575C1.1,RP11-598P12.1,RP11-80P20.3,RP11-85F14.6,SOX14		136979001	chr3		1474	1+	7+		0
	MRPS22	139072000	CEP70	0.342558	CEP70,FAIM,FOXL2,FOXL2NB,MRPS22,PIK3CB,PRR23B,PRR23C,RP11-117F22.1,RP11-117F22.2,RP11-27H1.1,RP11-548O1.1,RP11-548O1.3,RP11-771O11.3,RP11-79L9.2		138533001	chr3		484	6-	0-		+
		141463000	MRPS22	0.089861	ACTG1P1,BPESC1,CLSTN2,COPB2,MRPS22,NMNAT3,PISRT1,PXYLP1,RBP1,RBP2,RF00026,RF01873,RN7SKP124,RN7SL724P,RP11-13L2.1,RP11-13L2.2,RP11-166D18.1,RP11-166D18.2,RP11-219D15.3,RP11-231L11.1,RP11-231L11.3,RP11-306L14.1,RP11-319G6.1,RP11-319G6.3,RP11-438D8.2,RP11-442N1.1,RP11-442N1.2,RP11-4H14.1,RP11-553K23.2,RP11-68L1.1,RP11-68L1.2,RP11-691G17.1,RP11-764I5.1,RP11-789L4.1,SLC25A36,SPSB4,TRIM42,ZBTB38		139072001	chr3		2284	1+			0
	PLS1	142691000		0.266287	ATP1B3,ATR,GK5,GRK7,PLS1,RASA2,RN7SKP25,RNA5SP143,RNF7,RNU1-100P,RNU6-1294P,RNU6-425P,RNU6-509P,RP11-144C9.1,RP11-190C21.4,RP11-271K21.12,RP11-271K21.2,RP11-271K21.7,RP11-316C10.1,RP11-340E6.1,RP11-340E6.2,RP11-343B5.1,RP11-383G6.3,RP11-383G6.4,RP11-427D1.1,RP11-438D8.3,RP11-438D8.4,TFDP2,XRN1		141463001	chr3		1117		9-		+
	TM4SF4	149500000	PLS1	0.126592	AGTR1,C3orf58,CHST2,CP,CPA3,CPB1,CPHL1,GYG1,HLTF,HPS3,PAQR9,PBX2P1,PCOLCE2,PLOD2,PLS1,PLSCR1,PLSCR2,PLSCR4,PLSCR5,RF00019,RNA5SP144,RNU6-428P,RNU6-505P,RNU7-47P,RP11-167H9.1,RP11-16P13.1,RP11-206M11.7,RP11-21M4.2,RP11-232M24.1,RP11-274H2.2,RP11-274H2.3,RP11-274H2.5,RP11-278L15.1,RP11-278L15.2,RP11-278L15.3,RP11-278L15.4,RP11-278L15.6,RP11-278L15.7,RP11-2G17.1,RP11-321C3.1,RP11-329N15.3,RP11-372E1.1,RP11-372E1.4,RP11-372E1.6,RP11-372E1.7,RP11-384L1.1,RP11-42F12.1,RP11-464E15.2,RP11-464E15.4,RP11-464E15.5,RP11-501M7.1,RP11-501M7.2,RP11-501O2.1,RP11-501O2.2,RP11-501O2.3,RP11-501O2.4,RP11-501O2.5,RP11-505J9.1,RP11-505J9.4,RP11-622L21.1,RP11-635I10.1,RP11-639B1.1,RP11-649A16.1,RP11-649A16.5,RP11-680B3.2,RP11-71N10.1,RP11-758I14.2,RP11-758I14.3,RP11-78O22.1,RP11-80H8.3,RP11-80H8.4,RP11-88H10.1,RP11-88H10.2,RP11-88H10.3,RP11-8J23.1,RP11-91G21.1,RP13-635I23.2,RP13-635I23.3,RP13-635I23.4,SLC9A9,TM4SF1,TM4SF18,TM4SF4,TRPC1,U2SURP,ZIC1,ZIC4		142691001	chr3		6527	10+	3-		0
	RNF13	149955000	TM4SF4	0.271006	ANKUB1,COMMD2,RNF13,RNU6-1098P,RNU6-507P,RNU6-720P,RP11-255N4.2,RP11-255N4.3,RP11-651P23.6,TM4SF4,WWTR1		149500001	chr3		431	4+	8-		+
	PHC3	170152000	RNF13	0.140246	AADAC,AADACL2,AC067721.2,ACTRT3,ARHGEF26,ARL14,B3GALNT1,BCHE,C3orf33,C3orf79,C3orf80,CCNL1,CLRN1,CLRN1OS,CTD-2049J23.2,CTD-2049J23.3,CTD-2501O3.1,CTD-2501O3.2,CTD-2501O3.3,DHX36,EGFEM1P,EIF2A,ERICH6,GFM1,GMPS,GOLIM4,GPR149,GPR160,GPR171,GPR79,GPR87,IFT80,IGSF10,IL12A,IQCJ,IQCJ-SCHIP1,KCNAB1,KPNA4,KRT8P12,LEKR1,LRRC31,LRRC34,LRRIQ4,LXN,MBNL1,MBNL1-AS1,MECOM,MED12L,MFSD1,MINDY4B,MIR1263,MIR15B,MIR16-2,MIR3919,MIR5186,MIR551B,MLF1,MME,MYNN,NMD3,P2RY1,P2RY12,P2RY13,P2RY14,PA2G4P4,PDCD10,PFN2,PHC3,PLCH1,PPM1L,PQLC2L,PTX3,RAP2B,RARRES1,RF00004,RF00019,RF00024,RF00096,RF00139,RF01210,RF02089,RN7SKP177,RN7SKP298,RN7SKP46,RN7SL300P,RN7SL715P,RNA5SP145,RNA5SP146,RNF13,RNU2-20P,RNU2-31P,RNU4-38P,RNU6-315P,RNU6-637P,RNU6-901P,RNU7-136P,RNU7-82P,RP11-100F22.1,RP11-103G8.1,RP11-103G8.2,RP11-103G8.4,RP11-10O22.1,RP11-10O22.2,RP11-111F10.2,RP11-111F10.3,RP11-113A11.1,RP11-113A11.3,RP11-117L15.1,RP11-117L15.3,RP11-118D22.3,RP11-118D22.4,RP11-12K11.1,RP11-12K11.2,RP11-12N13.1,RP11-12N13.2,RP11-12N13.3,RP11-12N13.4,RP11-12N13.5,RP11-12N13.6,RP11-152C17.1,RP11-166N6.2,RP11-166N6.3,RP11-167H9.2,RP11-167H9.3,RP11-167H9.4,RP11-167H9.5,RP11-167H9.6,RP11-16N11.2,RP11-170K4.2,RP11-192K2.2,RP11-208P4.1,RP11-20C6.1,RP11-20C6.2,RP11-217E22.1,RP11-217E22.2,RP11-217E22.5,RP11-227J5.3,RP11-23D24.2,RP11-246A10.1,RP11-265C3.1,RP11-270G15.2,RP11-290K4.1,RP11-290K4.2,RP11-292E2.1,RP11-292E2.2,RP11-292E2.4,RP11-294L13.1,RP11-298O21.3,RP11-298O21.4,RP11-298O21.5,RP11-305K5.1,RP11-312P21.1,RP11-312P21.2,RP11-316N24.2,RP11-362A9.3,RP11-362K14.5,RP11-362K14.6,RP11-362K14.7,RP11-368I23.1,RP11-368I23.2,RP11-368I23.3,RP11-368I23.4,RP11-379F4.1,RP11-379F4.4,RP11-379F4.6,RP11-379F4.7,RP11-379F4.8,RP11-379F4.9,RP11-379K17.12,RP11-379K17.2,RP11-379K17.3,RP11-379K17.4,RP11-379K17.5,RP11-379K17.7,RP11-379K17.9,RP11-38P22.3,RP11-392A22.1,RP11-392A22.2,RP11-392O18.2,RP11-3K16.1,RP11-3K16.2,RP11-3P17.3,RP11-3P17.4,RP11-3P17.5,RP11-413G22.2,RP11-418B12.1,RP11-432B6.1,RP11-432B6.3,RP11-439C8.1,RP11-439C8.2,RP11-440K22.1,RP11-441M10.1,RP11-450H5.1,RP11-450H5.2,RP11-450H5.3,RP11-450H5.4,RP11-451G4.1,RP11-451G4.2,RP11-451G4.3,RP11-451G4.4,RP11-454C18.1,RP11-454C18.2,RP11-479I16.2,RP11-483E7.1,RP11-529G21.2,RP11-529G21.3,RP11-529G21.4,RP11-535I24.2,RP11-538P18.1,RP11-538P18.2,RP11-53D5.1,RP11-550I24.2,RP11-550I24.3,RP11-555M1.1,RP11-555M1.3,RP11-564C24.1,RP11-576M8.2,RP11-600P18.4,RP11-603B13.1,RP11-603B13.2,RP11-637O11.2,RP11-639F1.1,RP11-639F1.2,RP11-639F1.3,RP11-63E16.1,RP11-641D5.1,RP11-641D5.2,RP11-64D22.1,RP11-64D22.2,RP11-64D22.5,RP11-651P23.2,RP11-651P23.3,RP11-651P23.4,RP11-651P23.5,RP11-656A15.1,RP11-674E16.1,RP11-674E16.4,RP11-674E16.5,RP11-67F24.1,RP11-694D5.1,RP11-6F2.2,RP11-6F2.3,RP11-6F2.4,RP11-6F2.5,RP11-6F2.6,RP11-70N22.1,RP11-71H9.1,RP11-71H9.2,RP11-747D18.1,RP11-774I5.1,RP11-785G3.1,RP11-788A4.1,RP11-791I24.4,RP11-79M21.2,RP11-79M21.3,RP11-80B17.1,RP11-816J6.3,RP11-85M11.2,RP13-526J3.1,RPL6P8,RSRC1,SAMD7,SCARNA7,SCHIP1,SEC62,SELT,SERP1,SERPINI1,SERPINI2,SHOX2,SI,SIAH2,SLC33A1,SLITRK3,SMC4,SPTSSB,SSR3,SUCNR1,TERC,TIPARP,TMEM14EP,TRIM59,TSC22D2,VEPH1,WDR49,ZBBX		149955001	chr3		18568	9+	4+		0
	RP11-654K19.6	170441000	PHC3	0.345719	CLDN11,MIR6828,PHC3,PRKCI,RF00019,RP11-469J4.3,RP11-543D10.2,RP11-654K19.6,SKIL		170152001	chr3		257	3-	1-		+
	SDHAP1	195983000	RP11-654K19.6	0.179702	ABCC5,ABCF3,AC007620.3,AC007919.18,AC007919.19,AC011325.1,AC024937.6,AC046143.3,AC046143.5,AC046143.6,AC046143.7,AC069213.1,AC069213.4,AC069513.3,AC069513.4,AC090018.1,AC090018.3,AC090505.1,AC090505.4,AC090505.5,AC090505.6,AC091633.2,AC091633.3,AC106705.2,AC106706.1,AC108676.1,AC124944.2,AC124944.3,AC124944.4,AC124944.5,ACAP2,ACTL6A,ADIPOQ,AHSG,ALG3,AP2M1,APOD,ATP11B,ATP13A3,ATP13A4,ATP13A5,B3GNT5,BCL6,C3orf65,C3orf70,CAMK2N2,CCDC39,CCDC50,CHRD,CLCN2,CLDN1,CLDN16,CPN2,CRYGS,CYP2AB1P,DCUN1D1,DGKG,DNAJB11,DNAJC19,DVL3,ECE2,ECT2,EEF1AKMT4,EEF1AKMT4-ECE2,EHHADH,EIF2B5,EIF4A2,EIF4G1,EIF5A2,EPHB3,ETV5,FAM131A,FAM43A,FETUB,FGF12,FNDC3B,FXR1,GHSR,GMNC,GNB4,GP5,HES1,HRASLS,HRG,HSP90AA5P,HTR3C,HTR3D,HTR3E,IGF2BP2,IL1RAP,KCNMB2,KCNMB2-IT1,KCNMB3,KLHL24,KLHL6,KNG1,LAMP3,LIPH,LPP,LPP-AS2,LRRC15,LSG1,MAGEF1,MAP3K13,MAP6D1,MASP1,MB21D2,MCCC1,MCF2L2,MFN1,MIR1224,MIR1248,MIR28,MIR3137,MIR4448,MIR4789,MIR548AQ,MIR5588,MIR569,MIR570,MIR6829,MIR7977,MIR944,MRPL47,MUC20,MUC4,NAALADL2,NCEH1,NDUFB5,NLGN1,OPA1,OSTN,P3H2,PARL,PEX5L,PIK3CA,PLD1,POLR2H,PPP1R2,PSMD2,PYDC2,RF00017,RF00019,RF00092,RF00096,RF00139,RF00394,RF00402,RF00425,RF01210,RF01241,RF01951,RF01953,RF01954,RFC4,RN7SKP222,RN7SKP234,RN7SKP265,RN7SKP296,RN7SKP40,RN7SKP52,RN7SL141P,RN7SL215P,RN7SL229P,RN7SL36P,RN7SL447P,RN7SL703P,RN7SL73P,RNA5SP147,RNA5SP148,RNA5SP149,RNA5SP150,RNA5SP151,RNU1-20P,RNU1-70P,RNU2-11P,RNU4-4P,RNU4-91P,RNU6-1101P,RNU6-1105P,RNU6-1109P,RNU6-1120P,RNU6-1233P,RNU6-1317P,RNU6-25P,RNU6-348P,RNU6-486P,RNU6-4P,RNU6-547P,RNU6-681P,RNU6ATAC24P,RP11-110C15.4,RP11-114M1.1,RP11-114M1.2,RP11-114M1.3,RP11-115I8.1,RP11-132N15.1,RP11-132N15.2,RP11-132N15.3,RP11-134F2.7,RP11-134F2.8,RP11-135A1.2,RP11-135A1.3,RP11-139K4.1,RP11-139K4.2,RP11-139K4.4,RP11-141C7.2,RP11-141C7.3,RP11-141C7.5,RP11-143P4.2,RP11-145M9.2,RP11-145M9.3,RP11-145M9.5,RP11-145M9.6,RP11-14I2.2,RP11-15L13.4,RP11-175P19.1,RP11-175P19.2,RP11-175P19.3,RP11-185E8.1,RP11-185E8.2,RP11-197K6.1,RP11-198M8.1,RP11-1K20.2,RP11-208N14.4,RP11-208N14.5,RP11-211G3.3,RP11-211P13.1,RP11-225N10.1,RP11-225N10.3,RP11-240O9.2,RP11-252O18.2,RP11-252O18.3,RP11-255C15.1,RP11-255C15.3,RP11-255G21.1,RP11-259P15.1,RP11-259P15.2,RP11-259P15.3,RP11-259P15.4,RP11-262M14.1,RP11-262M14.2,RP11-263C16.2,RP11-268E23.2,RP11-275H4.1,RP11-293N1.1,RP11-297K7.1,RP11-297K7.2,RP11-298A18.1,RP11-29A1.2,RP11-29A1.3,RP11-2L8.1,RP11-2L8.2,RP11-30O15.1,RP11-315J22.1,RP11-315J22.3,RP11-315J22.5,RP11-324C10.1,RP11-328G15.2,RP11-329B9.1,RP11-329B9.3,RP11-329B9.4,RP11-329B9.5,RP11-332P22.2,RP11-335L9.1,RP11-338L18.1,RP11-33A14.1,RP11-33A14.3,RP11-360P21.2,RP11-373E16.1,RP11-373E16.3,RP11-373E16.4,RP11-373E16.5,RP11-374I17.1,RP11-384A12.1,RP11-385J1.2,RP11-385J1.3,RP11-393B14.1,RP11-393B14.2,RP11-393N4.1,RP11-393N4.2,RP11-3A3.1,RP11-407B7.1,RP11-407B7.2,RP11-407B7.3,RP11-408H1.2,RP11-408H1.3,RP11-411M4.1,RP11-416O18.1,RP11-416O18.2,RP11-420J11.1,RP11-420J11.2,RP11-423E7.1,RP11-423E7.2,RP11-426J22.1,RP11-42D20.1,RP11-42D20.2,RP11-430L16.1,RP11-432A8.1,RP11-432A8.2,RP11-433C9.1,RP11-433C9.2,RP11-433C9.3,RP11-443P15.2,RP11-443P15.3,RP11-449K6.4,RP11-449K6.5,RP11-44H4.1,RP11-469J4.2,RP11-473P24.2,RP11-480A16.2,RP11-484D18.2,RP11-484D18.4,RP11-48F14.1,RP11-48F14.2,RP11-494H4.3,RP11-496B10.1,RP11-496B10.3,RP11-496B10.5,RP11-496B10.6,RP11-496B10.7,RP11-4B14.1,RP11-4B14.3,RP11-509E17.1,RP11-513G11.1,RP11-513G11.2,RP11-513G11.3,RP11-513G11.4,RP11-521A24.1,RP11-528A4.2,RP11-528A4.3,RP11-531F16.3,RP11-531F16.4,RP11-534C12.1,RP11-537I16.2,RP11-53D15.1,RP11-543P4.2,RP11-560F18.1,RP11-567G11.1,RP11-573D15.1,RP11-573D15.2,RP11-573D15.3,RP11-573D15.6,RP11-573D15.7,RP11-573D15.8,RP11-573D15.9,RP11-600G3.1,RP11-639B4.1,RP11-644C3.1,RP11-646E18.1,RP11-646E18.2,RP11-646E18.3,RP11-646E18.4,RP11-654K19.4,RP11-654K19.6,RP11-655G22.1,RP11-655G22.2,RP11-656G9.3,RP11-657G5.1,RP11-657G5.2,RP11-699L21.1,RP11-699L21.2,RP11-706D8.1,RP11-706D8.2,RP11-706D8.3,RP11-71G7.1,RP11-744O11.1,RP11-744O11.2,RP11-778D9.12,RP11-778D9.13,RP11-778D9.4,RP11-778D9.8,RP11-778D9.9,RP11-786O7.1,RP11-78E6.1,RP11-78H24.1,RP11-791G22.1,RP11-791G22.2,RP11-795A2.2,RP11-795A2.3,RP11-809F4.1,RP11-809F4.2,RP11-809F4.3,RP11-809F4.4,RP11-816B4.1,RP11-816B4.2,RP11-85P9.2,RP11-85P9.3,RP11-91K9.1,RP11-91M9.1,RP11-91M9.2,RP11-95L3.1,RP11-95L3.2,RPL22L1,RPL39L,RTP1,RTP2,RTP4,SDHAP1,SDHAP2,SENP2,SLC2A2,SLC7A14,SNORA4,SNORA63,SNORA63D,SNORA81,SNORD2,SNORD66,SOX2,SOX2-OT,SPATA16,SST,ST6GAL1,TBCCD1,TBL1XR1,THPO,TMEM207,TMEM212,TMEM41A,TMEM44,TNFSF10,TNIK,TNK2,TP63,TPRG1,TRA2B,TTC14,USP13,UTS2B,VEZF1L1,VPS8,VWA5B2,XXYLT1,YEATS2,ZMAT3,ZNF639		170441001	chr3		23764	2+	5+		+
		198136000	SDHAP1	0.245997	AC011322.1,AC011322.4,AC023797.1,AC024560.2,AC024560.3,AC024937.2,AC024937.4,AC055764.1,AC068302.3,AC069257.4,AC069257.6,AC069257.8,AC083822.1,AC083822.2,AC092933.3,AC092933.4,AC092937.2,AC117490.2,AC127904.2,AC128709.2,AC128709.3,AC128709.4,AC132008.1,AC135893.2,AC139666.1,AC144530.1,ANKRD18DP,BDH1,CEP19,CTD-2002J20.1,DLG1,FAM166AP10,FBXO45,FRG2FP,FYTTD1,IQCG,LMLN,LRCH3,MELTF,MIR4797,MIR922,NCBP2,NRROS,PAK2,PCYT1A,PIGX,PIGZ,RF00019,RN7SL434P,RN7SL738P,RNF168,RNU4-89P,RNU6-1279P,RNU6-42P,RNU6-621P,RNU6-646P,RNU6-821P,RNU6-858P,RNU6-910P,RNU7-18P,RP11-21N3.1,RP11-447L10.1,RP11-496H1.1,RP11-496H1.2,RP11-803P9.1,RP13-616I3.1,RPL35A,RUBCN,SDHAP1,SENP5,SLC51A,SMCO1,TCTEX1D2,TFRC,TM4SF19,TM4SF19-TCTEX1D2,TUBB8P8,UBXN7,WDR53,ZDHHC19		195984001	chr3		1671	4-			+
